"vid","Woord","voc","cons","parsing","morf","lex"
"1001027","5","בְּצַלְמוֹ","BYLMW",,"B-YLM/+W","YLM/"
"1001027","4","הָֽאָדָם","H>DM",,"H->DM/",">DM/"
"1001027","3","אֶת",">T",,">T",">T"
"1001027","2","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1001027","1","וַיִּבְרָא","WJBR>",,"W:n-!J!BR>[","BR>["
"1001026","19","הָאָֽרֶץ","H>RY",,"H->RY/:a",">RY/"
"1001026","18","עַל","<L",,"<L","<L"
"1001026","17","הָֽרֹמֵשׂ","HRMF",,"H-RMF[/","RMF["
"1001026","16","הָרֶמֶשׂ","HRMF",,"H-RMF/","RMF/"
"1001026","15","וּבְכָל","WBKL",,"W-B-KL/","KL/"
"1001026","14","הָאָרֶץ","H>RY",,"H->RY/:a",">RY/"
"1001026","13","וּבְכָל","WBKL",,"W-B-KL/","KL/"
"1001026","12","וּבַבְּהֵמָה","WBBHMH",,"W-B-(H-BHM(H/H","BHMH/"
"1001026","11","הַשָּׁמַיִם","HCMJM",,"H-CMJ(M/(JM","CMJM/"
"1001026","10","וּבְעֹוף","WB<WP",,"W-B-<WP/","<WP/"
"1001026","9","הַיָּם","HJM",,"H-JM/","JM/"
"1001026","8","בִדְגַת","BDGT",,"B-DG(H/T:c","DGH/"
"1001026","7","וְיִרְדּוּ","WJRDW",,"W-!J!RD(H[W","RDH["
"1001026","6","כִּדְמוּתֵנוּ","KDMWTNW",,"K-DMWT/+NW","DMWT/"
"1001026","5","בְּצַלְמֵנוּ","BYLMNW",,"B-YLM/+NW","YLM/"
"1001026","4","אָדָם",">DM",,">DM/",">DM/"
"1001026","3","נַֽעֲשֶׂה","N<FH",,"!N!<FH[","<FH["
"1001026","2","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1001026","1","וַיֹּאמֶר","WJ>MR",,"W:n-!J!>MR[",">MR["
"1001025","18","טֹֽוב","VWB",,"VWB[","VWB["
"1001025","17","כִּי","KJ",,"KJ","KJ"
"1001025","16","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1001025","15","וַיַּרְא","WJR>",,"W:n-!J!R>(H[","R>H["
"1001025","14","לְמִינֵהוּ","LMJNHW",,"L-MJN/+HW","MJN/"
"1001025","13","הָֽאֲדָמָה","H>DMH",,"H->DM(H/H",">DMH/"
"1001025","12","רֶמֶשׂ","RMF",,"RMF/","RMF/"
"1001025","11","כָּל","KL",,"KL/","KL/"
"1001025","10","וְאֵת","W>T",,"W->T",">T"
"1001025","9","לְמִינָהּ","LMJNH",,"L-MJN/+H","MJN/"
"1001025","8","הַבְּהֵמָה","HBHMH",,"H-BHM(H/H","BHMH/"
"1001025","7","וְאֶת","W>T",,"W->T",">T"
"1001025","6","לְמִינָהּ","LMJNH",,"L-MJN/+H","MJN/"
"1001025","5","הָאָרֶץ","H>RY",,"H->RY/:a",">RY/"
"1001025","4","חַיַּת","XJT",,"XJ(H/T:c","XJH/"
"1001025","3","אֶת",">T",,">T",">T"
"1001025","2","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1001025","1","וַיַּעַשׂ","WJ<F",,"W:n-!J!<F(H[","<FH["
"1001024","14","כֵֽן","KN",,"KN","KN"
"1001024","13","וַֽיְהִי","WJHJ",,"W:n-!J!HJ(H[","HJH["
"1001024","12","לְמִינָהּ","LMJNH",,"L-MJN/+H","MJN/"
"1001024","11","אֶרֶץ",">RY",,">RY/",">RY/"
"1001024","10","וְחַֽיְתֹו","WXJTW",,"W-XJ(H/T~W","XJH/"
"1001024","9","וָרֶמֶשׂ","WRMF",,"W-RMF/","RMF/"
"1001024","8","בְּהֵמָה","BHMH",,"BHM(H/H","BHMH/"
"1001024","7","לְמִינָהּ","LMJNH",,"L-MJN/+H","MJN/"
"1001024","6","חַיָּה","XJH",,"XJ/H","XJ/"
"1001024","5","נֶפֶשׁ","NPC",,"NPC/","NPC/"
"1001024","4","הָאָרֶץ","H>RY",,"H->RY/:a",">RY/"
"1001024","3","תֹּוצֵא","TWY>",,"!T=!](H](J&WY>[","JY>["
"1001024","2","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1001024","1","וַיֹּאמֶר","WJ>MR",,"W:n-!J!>MR[",">MR["
"1001023","6","חֲמִישִֽׁי","XMJCJ",,"XMJCJ/","XMJCJ/"
"1001023","5","יֹום","JWM",,"JWM/","JWM/"
"1001023","4","בֹקֶר","BQR",,"BQR=/","BQR=/"
"1001023","3","וַֽיְהִי","WJHJ",,"W:n-!J!HJ(H[","HJH["
"1001023","2","עֶרֶב","<RB",,"<RB/","<RB/"
"1001023","1","וַֽיְהִי","WJHJ",,"W:n-!J!HJ(H[","HJH["
"1001022","13","בָּאָֽרֶץ","B>RY",,"B-(H->RY/:a",">RY/"
"1001022","12","יִרֶב","JRB",,"!J!RB(H[","RBH["
"1001022","11","וְהָעֹוף","WH<WP",,"W-H-<WP/","<WP/"
"1001022","10","בַּיַּמִּים","BJMJM",,"B-(H-JM/JM","JM/"
"1001022","9","הַמַּיִם","HMJM",,"H-MJ(M/(JM","MJM/"
"1001022","8","אֶת",">T",,">T",">T"
"1001022","7","וּמִלְאוּ","WML>W",,"W-!!ML>[W","ML>["
"1001022","6","וּרְבוּ","WRBW",,"W-!!RB(H[W","RBH["
"1001022","5","פְּרוּ","PRW",,"!!PR(H[W","PRH["
"1001022","4","לֵאמֹר","L>MR",,"L-!!>MR[/:c",">MR["
"1001022","3","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1001022","2","אֹתָם",">TM",,">T+M",">T"
"1001022","1","וַיְבָרֶךְ","WJBRK",,"W:n-!J!BRK[:d","BRK["
"1001021","23","טֹֽוב","VWB",,"VWB[","VWB["
"1001021","22","כִּי","KJ",,"KJ","KJ"
"1001021","21","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1001021","20","וַיַּרְא","WJR>",,"W:n-!J!R>(H[","R>H["
"1001021","19","לְמִינֵהוּ","LMJNHW",,"L-MJN/+HW","MJN/"
"1001021","18","כָּנָף","KNP",,"KNP/:a","KNP/"
"1001021","17","עֹוף","<WP",,"<WP/","<WP/"
"1001021","16","כָּל","KL",,"KL/","KL/"
"1001021","15","וְאֵת","W>T",,"W->T",">T"
"1001021","14","לְמִֽינֵהֶם","LMJNHM",,"L-MJN/+HM","MJN/"
"1001021","13","הַמַּיִם","HMJM",,"H-MJ(M/(JM","MJM/"
"1001021","12","שָׁרְצוּ","CRYW",,"CRY[W","CRY["
"1001021","11","אֲשֶׁר",">CR",,">CR",">CR"
"1001021","10","הָֽרֹמֶשֶׂת","HRMFT",,"H-RMF[/T","RMF["
"1001021","9","הַֽחַיָּה","HXJH",,"H-XJ/H","XJ/"
"1001021","8","נֶפֶשׁ","NPC",,"NPC/","NPC/"
"1001021","7","כָּל","KL",,"KL/","KL/"
"1001021","6","וְאֵת","W>T",,"W->T",">T"
"1001021","5","הַגְּדֹלִים","HGDLJM",,"H-GD(WL/JM","GDWL/"
"1001021","4","הַתַּנִּינִם","HTNJNM",,"H-TNJN/(JM","TNJN/"
"1001021","3","אֶת",">T",,">T",">T"
"1001021","2","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1001021","1","וַיִּבְרָא","WJBR>",,"W:n-!J!BR>[","BR>["
"1001020","15","הַשָּׁמָֽיִם","HCMJM",,"H-CMJ(M/(JM","CMJM/"
"1001020","14","רְקִיעַ","RQJ<",,"RQJ</:c","RQJ</"
"1001020","13","פְּנֵי","PNJ",,"PN(H/J","PNH/"
"1001020","12","עַל","<L",,"<L","<L"
"1001020","11","הָאָרֶץ","H>RY",,"H->RY/:a",">RY/"
"1001020","10","עַל","<L",,"<L","<L"
"1001020","9","יְעֹופֵף","J<WPP",,"!J!<WP&P[:d","<WP["
"1001020","8","וְעֹוף","W<WP",,"W-<WP/","<WP/"
"1001020","7","חַיָּה","XJH",,"XJ/H","XJ/"
"1001020","6","נֶפֶשׁ","NPC",,"NPC/","NPC/"
"1001020","5","שֶׁרֶץ","CRY",,"CRY/","CRY/"
"1001020","4","הַמַּיִם","HMJM",,"H-MJ(M/(JM","MJM/"
"1001020","3","יִשְׁרְצוּ","JCRYW",,"!J!CRY[W","CRY["
"1001020","2","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1001020","1","וַיֹּאמֶר","WJ>MR",,"W:n-!J!>MR[",">MR["
"1001019","6","רְבִיעִֽי","RBJ<J",,"RBJ<J/","RBJ<J/"
"1001019","5","יֹום","JWM",,"JWM/","JWM/"
"1001019","4","בֹקֶר","BQR",,"BQR=/","BQR=/"
"1001019","3","וַֽיְהִי","WJHJ",,"W:n-!J!HJ(H[","HJH["
"1001019","2","עֶרֶב","<RB",,"<RB/","<RB/"
"1001019","1","וַֽיְהִי","WJHJ",,"W:n-!J!HJ(H[","HJH["
"1001018","12","טֹֽוב","VWB",,"VWB[","VWB["
"1001018","11","כִּי","KJ",,"KJ","KJ"
"1001018","10","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1001018","9","וַיַּרְא","WJR>",,"W:n-!J!R>(H[","R>H["
"1001018","8","הַחֹשֶׁךְ","HXCK",,"H-XCK/","XCK/"
"1001018","7","וּבֵין","WBJN",,"W-BJN/:c","BJN/"
"1001018","6","הָאֹור","H>WR",,"H->WR/",">WR/"
"1001018","5","בֵּין","BJN",,"BJN/:c","BJN/"
"1001018","4","וּֽלֲהַבְדִּיל","WLHBDJL",,"W-L-!!]H]BD&JL[/:c","BDL["
"1001018","3","וּבַלַּיְלָה","WBLJLH",,"W-B-(H-LJLH/","LJLH/"
"1001018","2","בַּיֹּום","BJWM",,"B-(H-JWM/","JWM/"
"1001018","1","וְלִמְשֹׁל","WLMCL",,"W-L-!!MCL[/:c","MCL["
"1001017","8","הָאָֽרֶץ","H>RY",,"H->RY/:a",">RY/"
"1001017","7","עַל","<L",,"<L","<L"
"1001017","6","לְהָאִיר","LH>JR",,"L-!!]H]>(W&JR[/:c",">WR["
"1001017","5","הַשָּׁמָיִם","HCMJM",,"H-CMJ(M/(JM","CMJM/"
"1001017","4","בִּרְקִיעַ","BRQJ<",,"B-RQJ</:c","RQJ</"
"1001017","3","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1001017","2","אֹתָם",">TM",,">T+M",">T"
"1001017","1","וַיִּתֵּן","WJTN",,"W:n-!J!(NTN[","NTN["
"1001016","18","הַכֹּוכָבִֽים","HKWKBJM",,"H-KWKB/JM","KWKB/"
"1001016","17","וְאֵת","W>T",,"W->T",">T"
"1001016","16","הַלַּיְלָה","HLJLH",,"H-LJLH/","LJLH/"
"1001016","15","לְמֶמְשֶׁלֶת","LMMCLT",,"L-MMCL(T/T","MMCLT/"
"1001016","14","הַקָּטֹן","HQVN",,"H-QVN/:a","QVN/"
"1001016","13","הַמָּאֹור","HM>WR",,"H-M>WR/:a","M>WR/"
"1001016","12","וְאֶת","W>T",,"W->T",">T"
"1001016","11","הַיֹּום","HJWM",,"H-JWM/","JWM/"
"1001016","10","לְמֶמְשֶׁלֶת","LMMCLT",,"L-MMCL(T/T","MMCLT/"
"1001016","9","הַגָּדֹל","HGDL",,"H-GD(WL/:a","GDWL/"
"1001016","8","הַמָּאֹור","HM>WR",,"H-M>WR/:a","M>WR/"
"1001016","7","אֶת",">T",,">T",">T"
"1001016","6","הַגְּדֹלִים","HGDLJM",,"H-GD(WL/JM","GDWL/"
"1001016","5","הַמְּאֹרֹת","HM>RT",,"H-M>(WR/(WT","M>WR/"
"1001016","4","שְׁנֵי","CNJ",,"CN(J(M/J=","CNJM/"
"1001016","3","אֶת",">T",,">T",">T"
"1001016","2","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1001016","1","וַיַּעַשׂ","WJ<F",,"W:n-!J!<F(H[","<FH["
"1001015","9","כֵֽן","KN",,"KN","KN"
"1001015","8","וַֽיְהִי","WJHJ",,"W:n-!J!HJ(H[","HJH["
"1001015","7","הָאָרֶץ","H>RY",,"H->RY/:a",">RY/"
"1001015","6","עַל","<L",,"<L","<L"
"1001015","5","לְהָאִיר","LH>JR",,"L-!!]H]>(W&JR[/:c",">WR["
"1001015","4","הַשָּׁמַיִם","HCMJM",,"H-CMJ(M/(JM","CMJM/"
"1001015","3","בִּרְקִיעַ","BRQJ<",,"B-RQJ</:c","RQJ</"
"1001015","2","לִמְאֹורֹת","LM>WRT",,"L-M>WR/(WT","M>WR/"
"1001015","1","וְהָיוּ","WHJW",,"W-HJ(H[W","HJH["
"1001014","16","וְשָׁנִֽים","WCNJM",,"W-CN(H/JM","CNH/"
"1001014","15","וּלְיָמִים","WLJMJM",,"W-L-J(WM/JM","JWM/"
"1001014","14","וּלְמֹועֲדִים","WLMW<DJM",,"W-L-MW<D/JM","MW<D/"
"1001014","13","לְאֹתֹת","L>TT",,"L->(WT/(WT",">WT/"
"1001014","12","וְהָיוּ","WHJW",,"W-HJ(H[W","HJH["
"1001014","11","הַלָּיְלָה","HLJLH",,"H-LJLH/","LJLH/"
"1001014","10","וּבֵין","WBJN",,"W-BJN/:c","BJN/"
"1001014","9","הַיֹּום","HJWM",,"H-JWM/","JWM/"
"1001014","8","בֵּין","BJN",,"BJN/:c","BJN/"
"1001014","7","לְהַבְדִּיל","LHBDJL",,"L-!!]H]BD&JL[/:c","BDL["
"1001014","6","הַשָּׁמַיִם","HCMJM",,"H-CMJ(M/(JM","CMJM/"
"1001014","5","בִּרְקִיעַ","BRQJ<",,"B-RQJ</:c","RQJ</"
"1001014","4","מְאֹרֹת","M>RT",,"M>(WR/(WT","M>WR/"
"1001014","3","יְהִי","JHJ",,"!J!HJ(H[","HJH["
"1001014","2","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1001014","1","וַיֹּאמֶר","WJ>MR",,"W:n-!J!>MR[",">MR["
"1001013","6","שְׁלִישִֽׁי","CLJCJ",,"CLJCJ/","CLJCJ/"
"1001013","5","יֹום","JWM",,"JWM/","JWM/"
"1001013","4","בֹקֶר","BQR",,"BQR=/","BQR=/"
"1001013","3","וַֽיְהִי","WJHJ",,"W:n-!J!HJ(H[","HJH["
"1001013","2","עֶרֶב","<RB",,"<RB/","<RB/"
"1001013","1","וַֽיְהִי","WJHJ",,"W:n-!J!HJ(H[","HJH["
"1001012","18","טֹֽוב","VWB",,"VWB[","VWB["
"1001012","17","כִּי","KJ",,"KJ","KJ"
"1001012","16","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1001012","15","וַיַּרְא","WJR>",,"W:n-!J!R>(H[","R>H["
"1001012","14","לְמִינֵהוּ","LMJNHW",,"L-MJN/+HW","MJN/"
"1001012","13","בוֹ","BW",,"B+W","B"
"1001012","12","זַרְעוֹ","ZR<W",,"ZR</+W","ZR</"
"1001012","11","אֲשֶׁר",">CR",,">CR",">CR"
"1001012","10","פְּרִי","PRJ",,"PRJ/","PRJ/"
"1001012","9","עֹשֶׂה","<FH",,"<FH[/:a","<FH["
"1001012","8","וְעֵץ","W<Y",,"W-<Y/","<Y/"
"1001012","7","לְמִינֵהוּ","LMJNHW",,"L-MJN/+HW","MJN/"
"1001012","6","זֶרַע","ZR<",,"ZR</","ZR</"
"1001012","5","מַזְרִיעַ","MZRJ<",,"!M!](H]ZR&J<[/","ZR<["
"1001012","4","עֵשֶׂב","<FB",,"<FB/","<FB/"
"1001012","3","דֶּשֶׁא","DC>",,"DC>/","DC>/"
"1001012","2","הָאָרֶץ","H>RY",,"H->RY/:a",">RY/"
"1001012","1","וַתֹּוצֵא","WTWY>",,"W:n-!T=!](H](J&WY>[","JY>["
"1001011","20","כֵֽן","KN",,"KN","KN"
"1001011","19","וַֽיְהִי","WJHJ",,"W:n-!J!HJ(H[","HJH["
"1001011","18","הָאָרֶץ","H>RY",,"H->RY/:a",">RY/"
"1001011","17","עַל","<L",,"<L","<L"
"1001011","16","בוֹ","BW",,"B+W","B"
"1001011","15","זַרְעוֹ","ZR<W",,"ZR</+W","ZR</"
"1001011","14","אֲשֶׁר",">CR",,">CR",">CR"
"1001011","13","לְמִינוֹ","LMJNW",,"L-MJN/+W","MJN/"
"1001011","12","פְּרִי","PRJ",,"PRJ/","PRJ/"
"1001011","11","עֹשֶׂה","<FH",,"<FH[/:a","<FH["
"1001011","10","פְּרִי","PRJ",,"PRJ/","PRJ/"
"1001011","9","עֵץ","<Y",,"<Y/","<Y/"
"1001011","8","זֶרַע","ZR<",,"ZR</","ZR</"
"1001011","7","מַזְרִיעַ","MZRJ<",,"!M!](H]ZR&J<[/","ZR<["
"1001011","6","עֵשֶׂב","<FB",,"<FB/","<FB/"
"1001011","5","דֶּשֶׁא","DC>",,"DC>/","DC>/"
"1001011","4","הָאָרֶץ","H>RY",,"H->RY/:a",">RY/"
"1001011","3","תַּֽדְשֵׁא","TDC>",,"!T=!](H]DC>[","DC>["
"1001011","2","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1001011","1","וַיֹּאמֶר","WJ>MR",,"W:n-!J!>MR[",">MR["
"1001010","12","טֹֽוב","VWB",,"VWB[","VWB["
"1001010","11","כִּי","KJ",,"KJ","KJ"
"1001010","10","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1001010","9","וַיַּרְא","WJR>",,"W:n-!J!R>(H[","R>H["
"1001010","8","יַמִּים","JMJM",,"JM/JM","JM/"
"1001010","7","קָרָא","QR>",,"QR>[","QR>["
"1001010","6","הַמַּיִם","HMJM",,"H-MJ(M/(JM","MJM/"
"1001010","5","וּלְמִקְוֵה","WLMQWH",,"W-L-MQWH/:c","MQWH/"
"1001010","4","אֶרֶץ",">RY",,">RY/",">RY/"
"1001010","3","לַיַּבָּשָׁה","LJBCH",,"L-(H-JBC(H/H","JBCH/"
"1001010","2","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1001010","1","וַיִּקְרָא","WJQR>",,"W:n-!J!QR>[","QR>["
"1001009","13","כֵֽן","KN",,"KN","KN"
"1001009","12","וַֽיְהִי","WJHJ",,"W:n-!J!HJ(H[","HJH["
"1001009","11","הַיַּבָּשָׁה","HJBCH",,"H-JBC(H/H","JBCH/"
"1001009","10","וְתֵרָאֶה","WTR>H",,"W-!T=!](N]R>H[","R>H["
"1001009","9","אֶחָד",">XD",,">XD/:a",">XD/"
"1001009","8","מָקֹום","MQWM",,"MQWM/:a","MQWM/"
"1001009","7","אֶל",">L",,">L",">L"
"1001009","6","הַשָּׁמַיִם","HCMJM",,"H-CMJ(M/(JM","CMJM/"
"1001009","5","מִתַּחַת","MTXT",,"M(N-TXT/","TXT/"
"1001009","4","הַמַּיִם","HMJM",,"H-MJ(M/(JM","MJM/"
"1001009","3","יִקָּווּ","JQWW",,"!J!](N]QW(H=[W","QWH=["
"1001009","2","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1001009","1","וַיֹּאמֶר","WJ>MR",,"W:n-!J!>MR[",">MR["
"1001008","10","שֵׁנִֽי","CNJ",,"CNJ/","CNJ/"
"1001008","9","יֹום","JWM",,"JWM/","JWM/"
"1001008","8","בֹקֶר","BQR",,"BQR=/","BQR=/"
"1001008","7","וַֽיְהִי","WJHJ",,"W:n-!J!HJ(H[","HJH["
"1001008","6","עֶרֶב","<RB",,"<RB/","<RB/"
"1001008","5","וַֽיְהִי","WJHJ",,"W:n-!J!HJ(H[","HJH["
"1001008","4","שָׁמָיִם","CMJM",,"CMJ(M/(JM","CMJM/"
"1001008","3","לָֽרָקִיעַ","LRQJ<",,"L-(H-RQJ</:a","RQJ</"
"1001008","2","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1001008","1","וַיִּקְרָא","WJQR>",,"W:n-!J!QR>[","QR>["
"1001007","17","כֵֽן","KN",,"KN","KN"
"1001007","16","וַֽיְהִי","WJHJ",,"W:n-!J!HJ(H[","HJH["
"1001007","15","לָרָקִיעַ","LRQJ<",,"L-(H-RQJ</:a","RQJ</"
"1001007","14","מֵעַל","M<L",,"M(N-<L","<L"
"1001007","13","אֲשֶׁר",">CR",,">CR",">CR"
"1001007","12","הַמַּיִם","HMJM",,"H-MJ(M/(JM","MJM/"
"1001007","11","וּבֵין","WBJN",,"W-BJN/:c","BJN/"
"1001007","10","לָרָקִיעַ","LRQJ<",,"L-(H-RQJ</:a","RQJ</"
"1001007","9","מִתַּחַת","MTXT",,"M(N-TXT/","TXT/"
"1001007","8","אֲשֶׁר",">CR",,">CR",">CR"
"1001007","7","הַמַּיִם","HMJM",,"H-MJ(M/(JM","MJM/"
"1001007","6","בֵּין","BJN",,"BJN/:c","BJN/"
"1001007","5","וַיַּבְדֵּל","WJBDL",,"W:n-!J!](H]BDL[","BDL["
"1001007","4","הָרָקִיעַ","HRQJ<",,"H-RQJ</:a","RQJ</"
"1001007","3","אֶת",">T",,">T",">T"
"1001007","2","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1001007","1","וַיַּעַשׂ","WJ<F",,"W:n-!J!<F(H[","<FH["
"1001006","11","לָמָֽיִם","LMJM",,"L-MJ(M/(JM","MJM/"
"1001006","10","מַיִם","MJM",,"MJ(M/(JM","MJM/"
"1001006","9","בֵּין","BJN",,"BJN/:c","BJN/"
"1001006","8","מַבְדִּיל","MBDJL",,"!M!](H]BD&JL[/","BDL["
"1001006","7","וִיהִי","WJHJ",,"W-!J!HJ(H[","HJH["
"1001006","6","הַמָּיִם","HMJM",,"H-MJ(M/(JM","MJM/"
"1001006","5","בְּתֹוךְ","BTWK",,"B-TWK/:c","TWK/"
"1001006","4","רָקִיעַ","RQJ<",,"RQJ</:a","RQJ</"
"1001006","3","יְהִי","JHJ",,"!J!HJ(H[","HJH["
"1001006","2","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1001006","1","וַיֹּאמֶר","WJ>MR",,"W:n-!J!>MR[",">MR["
"1001005","13","אֶחָֽד",">XD",,">XD/:a",">XD/"
"1001005","12","יֹום","JWM",,"JWM/","JWM/"
"1001005","11","בֹקֶר","BQR",,"BQR=/","BQR=/"
"1001005","10","וַֽיְהִי","WJHJ",,"W:n-!J!HJ(H[","HJH["
"1001005","9","עֶרֶב","<RB",,"<RB/","<RB/"
"1001005","8","וַֽיְהִי","WJHJ",,"W:n-!J!HJ(H[","HJH["
"1001005","7","לָיְלָה","LJLH",,"LJLH/","LJLH/"
"1001005","6","קָרָא","QR>",,"QR>[","QR>["
"1001005","5","וְלַחֹשֶׁךְ","WLXCK",,"W-L-(H-XCK/","XCK/"
"1001005","4","יֹום","JWM",,"JWM/","JWM/"
"1001005","3","לָאֹור","L>WR",,"L-(H->WR/",">WR/"
"1001005","2","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1001005","1","וַיִּקְרָא","WJQR>",,"W:n-!J!QR>[","QR>["
"1001004","12","הַחֹֽשֶׁךְ","HXCK",,"H-XCK/","XCK/"
"1001004","11","וּבֵין","WBJN",,"W-BJN/:c","BJN/"
"1001004","10","הָאֹור","H>WR",,"H->WR/",">WR/"
"1001004","9","בֵּין","BJN",,"BJN/:c","BJN/"
"1001004","8","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1001004","7","וַיַּבְדֵּל","WJBDL",,"W:n-!J!](H]BDL[","BDL["
"1001004","6","טֹוב","VWB",,"VWB[","VWB["
"1001004","5","כִּי","KJ",,"KJ","KJ"
"1001004","4","הָאֹור","H>WR",,"H->WR/",">WR/"
"1001004","3","אֶת",">T",,">T",">T"
"1001004","2","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1001004","1","וַיַּרְא","WJR>",,"W:n-!J!R>(H[","R>H["
"1001003","6","אֹֽור",">WR",,">WR/",">WR/"
"1001003","5","וַֽיְהִי","WJHJ",,"W:n-!J!HJ(H[","HJH["
"1001003","4","אֹור",">WR",,">WR/",">WR/"
"1001003","3","יְהִי","JHJ",,"!J!HJ(H[","HJH["
"1001003","2","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1001003","1","וַיֹּאמֶר","WJ>MR",,"W:n-!J!>MR[",">MR["
"1001002","14","הַמָּֽיִם","HMJM",,"H-MJ(M/(JM","MJM/"
"1001002","13","פְּנֵי","PNJ",,"PN(H/J","PNH/"
"1001002","12","עַל","<L",,"<L","<L"
"1001002","11","מְרַחֶפֶת","MRXPT",,"!M!RXP[/T:d","RXP["
"1001002","10","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1001002","9","וְרוּחַ","WRWX",,"W-RWX/","RWX/"
"1001002","8","תְהֹום","THWM",,"THWM/","THWM/"
"1001002","7","פְּנֵי","PNJ",,"PN(H/J","PNH/"
"1001002","6","עַל","<L",,"<L","<L"
"1001002","5","וְחֹשֶׁךְ","WXCK",,"W-XCK/","XCK/"
"1001002","4","וָבֹהוּ","WBHW",,"W-BHW/","BHW/"
"1001002","3","תֹהוּ","THW",,"THW/","THW/"
"1001002","2","הָיְתָה","HJTH",,"HJ(H[&TH","HJH["
"1001002","1","וְהָאָרֶץ","WH>RY",,"W-H->RY/:a",">RY/"
"1001001","7","הָאָֽרֶץ","H>RY",,"H->RY/:a",">RY/"
"1001001","6","וְאֵת","W>T",,"W->T",">T"
"1001001","5","הַשָּׁמַיִם","HCMJM",,"H-CMJ(M/(JM","CMJM/"
"1001001","4","אֵת",">T",,">T",">T"
"1001001","3","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1001001","2","בָּרָא","BR>",,"BR>[","BR>["
"1001001","1","בְּרֵאשִׁית","BR>CJT",,"B-R>CJT/","R>CJT/"
"1001027","6","בְּצֶלֶם","BYLM",,"B-YLM/","YLM/"
"1001027","7","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1001027","8","בָּרָא","BR>",,"BR>[","BR>["
"1001027","9","אֹתוֹ",">TW",,">T+W",">T"
"1001027","10","זָכָר","ZKR",,"ZKR=/:a","ZKR=/"
"1001027","11","וּנְקֵבָה","WNQBH",,"W-NQB(H/H","NQBH/"
"1001027","12","בָּרָא","BR>",,"BR>[","BR>["
"1001027","13","אֹתָֽם",">TM",,">T+M",">T"
"1001028","1","וַיְבָרֶךְ","WJBRK",,"W:n-!J!BRK[:d","BRK["
"1001028","2","אֹתָם",">TM",,">T+M",">T"
"1001028","3","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1001028","4","וַיֹּאמֶר","WJ>MR",,"W:n-!J!>MR[",">MR["
"1001028","5","לָהֶם","LHM",,"L+HM","L"
"1001028","6","אֱלֹהִים",">LHJM",,">LH(J(M/JM",">LHJM/"
"1001028","7","פְּרוּ","PRW",,"!!PR(H[W","PRH["
"1001028","8","וּרְבוּ","WRBW",,"W-!!RB(H[W","RBH["
"1001028","9","וּמִלְאוּ","WML>W",,"W-!!ML>[W","ML>["
"1001028","10","אֶת",">T",,">T",">T"
"1001028","11","הָאָרֶץ","H>RY",,"H->RY/:a",">RY/"
"1001028","12","וְכִבְשֻׁהָ","WKBCH",,"W-!!KBC[(W+H","KBC["
"1001028","13","וּרְדוּ","WRDW",,"W-!!RD(H[W","RDH["
"1001028","14","בִּדְגַת","BDGT",,"B-DG(H/T:c","DGH/"
"1001028","15","הַיָּם","HJM",,"H-JM/","JM/"
"1001028","16","וּבְעֹוף","WB<WP",,"W-B-<WP/","<WP/"
"1001028","17","הַשָּׁמַיִם","HCMJM",,"H-CMJ(M/(JM","CMJM/"
"1001028","18","וּבְכָל","WBKL",,"W-B-KL/","KL/"
